car_park_no,address,car_park_type,type_of_parking_system,night_parking,Latitude,Longitude,,,,,
PM41,BLK 747A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378837466,103.9340897,,,,,
PM43,BLK 757A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377236366,103.933136,,,,,
PM44,BLK 762A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375965595,103.9332962,,,,,
PM45,BLK 773A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37460196,103.9359055,,,,,
PM46,BLK 782A PASIR RIS STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.373224616,103.938385,,,,,
PM5,BLK 235A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373770356,103.9626083,,,,,
PM6,BLK 245A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.370820045,103.9634094,,,,,
PM7,BLK 257A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367557645,103.9632492,,,,,
PM8,BLK 458A PASIR RIS DRIVE 4,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371636033,103.9602585,,,,,
PM9,BLK 216A PASIR RIS STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.368291974,103.9612198,,,,,
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.334004879,103.8692169,,,,,
PP2,BLK 143 TO 145 POTONG PASIR AVENUE 2/3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332680106,103.8660507,,,,,
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.333601952,103.8658447,,,,,
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.33473289,103.8661194,,,,,
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336313128,103.8632202,,,,,
PP6,BLK 146 POTONG PASIR AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332283735,103.8676147,,,,,
PP9T,BLK 145 POTONG PASIR AVENUE 2/3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332194686,103.8660583,,,,,
PR1,BLK 101/108 PASIR RIS STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367331862,103.9580002,,,,,
PR10,BLK 467/477 PASIR RIS DRIVE 6,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373739004,103.9571838,,,,,
PR11,BLK 478/487 PASIR RIS DRIVE 4,SURFACE CAR PARKS,COUPON PARKING,NO,1.374457598,103.9593887,,,,,
PR12,BLK 544/556 PASIR RIS STREET 51,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.368713737,103.9526825,,,,,
PR13,BLK 537-543, 564-569 PASIR RIS STREET 51,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369476438,103.9496155,,,,
PR14,BLK 557-562 PASIR RIS STREET 51,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366686106,103.9514923,,,,,
PR2,BLK 109/129 PASIR RIS STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367274761,103.9554443,,,,,
PR3,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371063471,103.9507141,,,,,
PR4,BLK 406/411 PASIR RIS DRIVE 6,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.372934699,103.9545212,,,,,
PR5,BLK 405/406, 412/429 PASIR RIS DRIVE 6,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.370508313,103.9551163,,,,
PR6,BLK 441/445 PASIR RIS DRIVE 6,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369379044,103.9575958,,,,,
PR7,BLK 446/455 PASIR RIS DRIVE 6,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.371009469,103.9576874,,,,,
PR8,BLK 456/461 PASIR RIS DRIVE 4,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371267796,103.9595718,,,,,
PR9,BLK 463/466 PASIR RIS STREET 41,SURFACE CAR PARKS,COUPON PARKING,NO,1.373205304,103.9584579,,,,,
PRM,BLK 33 PARK CRESCENT MSCP,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.285450339,103.8422699,,,,,
PRM1,BLK 441A PASIR RIS DRIVE 6,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369619608,103.9578323,,,,,
PRS1,BLK 212A PASIR RIS STREET 21,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.368017197,103.9603271,,,,,
Q14,BLK 49 STIRLING ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.297630668,103.8021698,,,,,
Q15,BLK 41/48 STIRLING ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.298332572,103.8017578,,,,,
Q16,BLK 45 AND 50 STIRLING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.29693377,103.8037186,,,,,
Q17,BLK 52 STIRLING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.296206355,103.8038254,,,,,
Q19,BLK 151 MEI LING STREET,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.29470098,103.8032608,,,,,
Q2A,BLK 155-164 STIRLING ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.291647673,103.80439,,,,,
Q30,MARGARET DRIVE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.295830488,103.8087769,,,,,
Q4,BLK 168A QUEENSWAY,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.288713694,103.8039093,,,,,
Q41,BLK 80 STRATHMORE AVENUE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.29434526,103.809227,,,,,
Q48,BLK 150A MEI CHIN ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.295358181,103.8035126,,,,,
Q49,#NAME?,SURFACE CAR PARKS,COUPON PARKING,NO,1.295294762,103.8027725,,,,,
Q51,BLK 39 TANGLIN HALT ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.297932625,103.7990646,,,,,
Q52,BLK 33-34 TANGLIN HALT ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.296785593,103.798912,,,,,
Q55,BLK 61/66 COMMONWEALTH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NO,1.298689127,103.7964249,,,,,
Q58,BLK 46-3 COMMONWEALTH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NO,1.300089121,103.7976532,,,,,
Q59,BLK 47/49 TANGLIN HALT ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.300933719,103.7975845,,,,,
Q5A,BLKS 166-171 STIRLING ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.291140318,103.8031693,,,,,
Q5S,BLK 165-166 STIRLING ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.290779233,103.8021469,,,,,
Q65,BLK 115A COMMONWEALTH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.305523872,103.7987518,,,,,
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,COUPON PARKING,NO,1.307087898,103.8011398,,,,,
Q66,BLK 117 COMMONWEALTH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.30670476,103.7994995,,,,,
Q67,BLK 116-118 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.307172775,103.8005447,,,,,
Q68,BLK 110 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.306877375,103.7990036,,,,,
Q70,BLK 99/102 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.307346106,103.8005524,,,,,
Q72,BLK 96 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,COUPON PARKING,NO,1.306493044,103.8008957,,,,,
Q73,BLK 91/92 COMMONWEALTH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.306253314,103.8003922,,,,,
Q75M,BLK 10A HOLLAND DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.308311939,103.7937012,,,,,
Q77M,BLK 18 HOLLAND DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.311593175,103.7920151,,,,,
Q8,BLK 19/23A/23B QUEENS CLOSE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.294206381,103.7995682,,,,,
Q80,BLK 45/46/47 HOLLAND DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.30853653,103.7927017,,,,,
Q81,BLK 43 HOLLAND DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.307536721,103.7931671,,,,,
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.306780934,103.7966766,,,,,
Q85,NORTH BUONA VISTA ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.308234572,103.7920456,,,,,
Q86,BLK 148A MEI LING STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.294563532,103.8038712,,,,,
Q87,BLK 5A HOLLAND CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.308878899,103.7962418,,,,,
Q88,BLK 19A QUEEN'S CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.292990565,103.80056,,,,,
Q89,BLK 7B COMMONWEALTH AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.306246161,103.7950516,,,,,
Q92,BLK 82 STRATHMORE AVENUE,SURFACE CAR PARKS,COUPON PARKING,NO,1.294798136,103.8084869,,,,,
Q93,BLK 83 STRATHMORE AVENUE,SURFACE CAR PARKS,COUPON PARKING,NO,1.294940114,103.8080673,,,,,
Q94,BLK 102 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.307637811,103.80056,,,,,
Q95,BLK 98 COMMONWEALTH CRESCENT,SURFACE CAR PARKS,COUPON PARKING,NO,1.306719303,103.8012695,,,,,
Q96,BLK 181-184 STIRLING ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.295347214,103.8044052,,,,,
Q97,BLK 64 COMMONWEALTH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NO,1.299199581,103.7973862,,,,,
Q98,BLK 55 COMMONWEALTH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NO,1.297337532,103.797287,,,,,
Q99,BLK 89 COMMONWEALTH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NO,1.305295467,103.7990952,,,,,
RC1,BLK 101/102 JALAN RAJAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.328546762,103.8515549,,,,,
RC2,BLK 103/104 JALAN RAJAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.32768774,103.8530731,,,,,
RC3,BLK 105/108 JALAN RAJAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.328285575,103.8545609,,,,,
RCM,BLK 638 VEERASAMY ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.307210326,103.8553543,,,,,
RHM,BLK 88A REDHILL CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.286463976,103.8185806,,,,,
RHM2,BLK 70A REDHILL CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.287008286,103.8169098,,,,,
RHM3,BLK 73 REDHILL ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.287915826,103.817276,,,,,
RHM4,BLK 74 REDHILL ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.287988782,103.8158188,,,,,
RHS,BLK 75A/B REDHILL ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288288593,103.8156128,,,,,
S100,BLK 472 FERNVALE STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.396868348,103.8817139,,,,,
S101,BLK 470 FERNVALE LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.396972299,103.8794174,,,,,
S102,BLK 164 RIVERVALE CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.389274001,103.9076004,,,,,
S103,BLK 293 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.39633882,103.8952866,,,,,
S104,BLK 215 COMPASSVALE DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.390244365,103.8930511,,,,,
S105,BLK 217 COMPASSVALE DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.389722705,103.894455,,,,,
S106,BLK 278 COMPASSVALE BOW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.381402373,103.8900757,,,,,
S107,BLK 338 ANCHORVALE CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.399157882,103.8897018,,,,,
S108,BLK 289 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.398076415,103.8969498,,,,,
S109,BLK 417 FERNVALE LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.391571999,103.8798981,,,,,
S110,BLK 351 ANCHORVALE ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.39330256,103.8866196,,,,,
S111,BLK 455 SENGKANG WEST AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.391814709,103.8712463,,,,,
S112,BLK 457 SENGKANG WEST ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.392490625,103.8697281,,,,,
S113,BLK 353 ANCHORVALE LANE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.3931036,103.8856583,,,,,
S114,BLK 460 SENGKANG WEST WAY,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.39420855,103.8696213,,,,,
S115,BLK 462 SENGKANG WEST WAY,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.394061208,103.8714523,,,,,
S116,BLK 402 FERNVALE LANE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.388324976,103.8712158,,,,,
S13L,351A-351D ANCHORVALE ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.394310117,103.8870239,,,,,
S14L,353A-353B,355A,356A-356B ANCHORVALE LANE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.393568158,103.884285,,,
S19L,BLK 501B WELLINGTON CIRCLE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.451366067,103.8209076,,,,,
S24L,BLK 507A WELLINGTON CIRCLE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.45316112,103.8237076,,,,,
S28L,BLK 489 ADMIRALTY LINK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.454820037,103.8167572,,,,,
S30L,SENGKANG EAST WAY,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.394561648,103.8948288,,,,,
S36L,BLK 121A AND 121B CANBERRA STREET,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.44783771,103.8336182,,,,,
S38L,BLK 128A, 128B, 129A AND 130A CANBERRA STREET/CANBERRA CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.445588946,103.8328247,,,
S39L,BLK 542A/542 SERANGOON NORTH AVENUE 4,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.373907447,103.8717499,,,,,
S40L,BLK 115B AND 115C CANBERRA WALK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.446517944,103.8297348,,,,,
S43L,BLK 117A, 117B, 118A AND 118B CANBERRA CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.444685459,103.8302536,,,
S45A,BLK 132C AND 133 CANBERRA VIEW,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.44301784,103.8310318,,,,,
S45L,BLK 132A AND 132B CANBERRA CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.443371534,103.8317184,,,,,
S47L,BLK 109A, 109B,109C & 109D CANBERRA WALK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.448145032,103.8293457,,,
S69A,BLK 437 FERNVALE ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.392068744,103.8768768,,,,,
SAM,BLK 60A STRATHMORE AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.292563558,103.8118744,,,,,
SAM2,BLK 61 STRATHMORE AVENUE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.293966532,103.8110046,,,,,
SB1,BLK 306B CANBERRA ROAD,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.446480274,103.8220596,,,,,
SB10,BLK 481A SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.452495933,103.8153915,,,,,
SB11,BLK 476A SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451776028,103.8166656,,,,,
SB12,BLK 424A CANBERRA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.453165054,103.8190613,,,,,
SB13,BLK 404A ADMIRALTY LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.454352379,103.8164291,,,,,
SB14,BLK 406A SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.452397346,103.8174286,,,,,
SB15,BLK 358A ADMIRALTY DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.448927164,103.8166962,,,,,
SB16,BLK 339 SEMBAWANG CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.44828248,103.8173141,,,,,
SB17,BLK 504 MONTREAL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.450908065,103.8236923,,,,,
SB18,BLK 469/469A/469B ADMIRALTY DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.448931098,103.8136978,,,,,
SB19,BLK 501 WELLINGTON CIRCLE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451591611,103.8213577,,,,,
SB2,BLK 316A SEMBAWANG VISTA,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.446448326,103.8205032,,,,,
SB20,BLK 505 CANBERRA LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.450271726,103.8225098,,,,,
SB21,BLK 467/467A/467B ADMIRALTY DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451781273,103.8142319,,,,,
SB22,BLK 351 CANBERRA ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451167583,103.8202896,,,,,
SB23,BLK 354 ADMIRALTY DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.450035334,103.8183899,,,,,
SB24,BLK 506 WELLINGTON CIRCLE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.452416897,103.8235321,,,,,
SB25,BLK 588 MONTREAL DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.450190067,103.8247833,,,,,
SB26,BLK 484A ADMIRALTY LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.456465006,103.8152237,,,,,
SB27,BLK 492A ADMIRALTY LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.456622362,103.8173981,,,,,
SB28,BLK 482A ADMIRALTY LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.45486331,103.8156357,,,,,
SB29,BLK 508 WELLINGTON CIRCLE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.453031063,103.8200836,,,,,
SB3,BLK 325A SEMBAWANG CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.444955707,103.8187714,,,,,
SB30,BLK 466 SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.455468059,103.8135376,,,,,
SB31,BLK 463 SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.45552671,103.8145218,,,,,
SB32,BLK 591 MONTREAL LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.450366855,103.8263168,,,,,
SB33,BLK 592 MONTREAL LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451213956,103.8274307,,,,,
SB34,BLK 462 SEMBAWANG DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.454645038,103.8135223,,,,,
SB35,BLK 120 CANBERRA CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.445716619,103.831604,,,,,
SB36,BLK 121 CANBERRA STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.447434306,103.8339844,,,,,
SB37,BLK 106 CANBERRA STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.449149847,103.8327408,,,,,
SB38,BLK 129 CANBERRA STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.444643021,103.832695,,,,,
SB39,BLK 108 CANBERRA WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.447783232,103.8322067,,,,,
SB4,BLK 313A SEMBAWANG DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.444079757,103.8212738,,,,,
SB40,BLK 115 CANBERRA WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.446071982,103.8287048,,,,,
SB41,BLK 361 SEMBAWANG CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.446182966,103.8137512,,,,,
SB42,BLK 365 SEMBAWANG CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.444366217,103.8162613,,,,,
SB43,BLK 117 CANBERRA CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.445069075,103.8299179,,,,,
SB44,BLK 102 CANBERRA STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.451827407,103.8320923,,,,,
SB45,BLK 132 CANBERRA VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.443384886,103.8307571,,,,,
SB46,BLK 126 CANBERRA STREET,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.445988059,103.8343582,,,,,
SB47,BLK 109 CANBERRA WALK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.448595166,103.8297501,,,,,
SB5,BLK 322A SEMBAWANG CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.446119785,103.8181992,,,,,
SB6,BLK 306A CANBERRA ROAD,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.445341229,103.8225555,,,,,
SB7,BLK 336A SEMBAWANG CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.44662869,103.8150101,,,,,
SB8,BLK 330A SEMBAWANG CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.447111964,103.8172226,,,,,
SB9,BLK 335A SEMBAWANG CLOSE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.44767046,103.8154907,,,,,
SD1,BLK 40-44 SIMS DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.316572666,103.8770828,,,,,
SD10,BLK 113/114 LORONG 3 GEYLANG,SURFACE CAR PARKS,COUPON PARKING,NO,1.311682224,103.8740768,,,,,
